Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation,Coarseness,Actual,Predicted
-0.9429590365632946,-0.9217409780929021,-0.9622105329178139,0.89982085651422,0.16818876102088615,-0.05541225454112273,0.24570531704029414,0.9768556508440007,0.8742104939515672,0.4081458612863978,0.16686305204794036,-0.4242504377810204,-1.1178569167125428e-168,0,0
-0.2297210245694543,-0.45990204084496894,-0.3315021109585667,0.7435237103569581,-0.3295484525818137,-0.23600564302716157,0.04111837033846729,0.8646198083187684,0.7129517095622177,0.4574111388656062,0.11839557396977676,-0.13887129420073221,-1.1178569167125428e-168,0,0
-0.0910713787532241,-0.2848198869549323,-0.1300861522731727,1.3393795406852804,-0.33729242056637293,-0.23795055415584085,-0.5845857936062142,1.2720704345736131,1.3328872959037894,1.0274239264099458,-0.8479539077220636,0.9344880884877786,-1.1178569167125428e-168,0,0
-0.013976303697321448,0.46594237495391483,0.6036391407059276,0.5997536224016017,-0.1330566875554707,-0.17217588311591508,0.5453032629456236,0.7588505392174166,0.5676006969413475,-0.0002822788595100322,1.3029777736260684,0.6063950944901887,-1.1178569167125428e-168,0,0
0.23446661865254206,-0.6014214039314341,-0.5068166741001205,-0.036739025536712565,-0.6792118936755338,-0.3284230905178538,-0.9048479526525494,0.21605358911608633,-0.07730582309468989,1.0281934012874006,-1.4160673832165145,0.8578295232967381,-1.1178569167125428e-168,0,0
1.3511236535224533,0.08959633419696011,0.2574208815202966,-0.16798228617940916,-0.8141485868406149,-0.3550082972412033,-0.4679552000970762,0.09223315656582354,-0.20073346337681208,0.4283394554413125,-0.7657002027070456,0.15188300806798752,-1.1178569167125428e-168,0,0
-1.3942917280921414,-1.1887000031458221,-1.4491455859703866,-1.0158752119675933,1.920575581905955,1.0851716076363391,-0.1907690314761386,-1.2786041726347157,-0.9792690619459982,-1.8344713742166534,1.2958251233069311,-0.7153490340160585,1.1882405003574067e-167,1,1
-0.2612949173187899,-0.4779874476002724,-0.3532258399075716,1.6218880102629722,-0.33813070565474346,-0.23800760502901303,-0.4312536445354933,1.4498556166906826,1.6332438879973472,1.2127900909475677,-0.8218018595451135,0.6026069310721872,-1.1178569167125428e-168,0,0
-1.615018575319963,-1.4468298497377807,-2.1977244058617185,-0.8759508253600631,8.106732359389861,10.581424716858326,-0.5417691988568205,-0.8737266607830525,-0.8615552576979852,-1.904578536031273,0.7148044354603095,-9.481136329141217,-1.1178569167125428e-168,1,1
-0.853278097922221,-0.8158842926523199,-0.8006024100552691,0.8395799005243818,0.30508806475506545,0.018730357224764075,0.5847100600880987,0.9354767236185616,0.8139165190396045,0.2310104367123475,0.800541798075493,-0.5884005044420512,-1.1178569167125428e-168,0,0
